OBJECTID,Lat,Long,Alt_ft,Tree_ID,Zone,Group_,Leaf_Fall,Common_Name,Genus,Species_Name,Family,Origin,Age_Class,CBH,DBH,Tree_Height_ft,Canopy_Radius_ft,Root_Zone_Infringement,Condition_Class,Priority,Intrest_Houses,Trust_Prop,Trust_Prop_Address,Champion_Tree,Memorial_Tree,Blue_Mtn_Native,Pacific_Slope_Native,Staked,Comments
1330,46.069546,-118.329984,992,N86,N,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,,40,12.74,15,16,0,Fair,A,,,,,,,,,
1331,46.069531,-118.330091,993,N87,N,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,20,51,16.24,35,24,0,Good,A,,,,,Class of 1959. Dedicated April 1994.,,,,
1332,46.069398,-118.329982,996,N88,N,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,,25,7.96,30,19,0,Good,A,,,,,,,,,
1333,46.06919,-118.3299,988,N89,N,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron,Magnoliaceae,,18,37,11.78,45,10,0,Good,A,,,,,,,,,
1334,46.069225,-118.329991,995,N90,N,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,14,4.46,30,2,0,Good,A,,,,,,x,x,,
1335,46.069199,-118.329933,998,N91,N,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,24,7.64,30,3,0,Good,A,,,,,,x,x,,
1336,46.069189,-118.329822,998,N92,N,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,15,4.78,20,6,0,Good,A,,,,,,x,x,,
1337,46.069103,-118.329779,998,N93,N,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,14,4.46,25,4,0,Good,A,,,,,,x,x,,
1338,46.069351,-118.329681,996,N94,N,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia X loebneri,Magnoliaceae,,15,32,10.19,30,17,0,Good,B,,,,,,,,,
1339,46.0693,-118.329536,998,N95,N,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia X loebneri,Magnoliaceae,,15,31,9.87,30,14,0,Good,B,,,,,,,,,
1340,46.069171,-118.329458,994,N96,N,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,16,5.1,25,6,0,Good,A,,,,,,,,,
1341,46.069181,-118.329427,998,N97,N,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron,Magnoliaceae,,18,46,14.65,50,17,0,Good,A,,,,,,,,,
1342,46.069143,-118.329316,997,N98,N,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",45,65,20.7,45,14,0,Good,B,,,,,,,,,
1343,46.069072,-118.329233,996,N99,N,Broadleaf,Deciduous,Paperbark Maple,Acer,Acer griseum,Sapindaceae,,,4,1.27,6,3,,Good,A,,,,,,,,,
1344,46.068755,-118.329847,992,N100,N,Broadleaf,Deciduous,Japanese Stewartia,Stewartia,Stewartia pseudocamellia,Theaceae,,,4,1.27,10,3,,Good,A,,,,,,,,,
1345,46.068784,-118.329767,990,N101,N,Broadleaf,Deciduous,Japanese Stewartia,Stewartia,Stewartia pseudocamellia,Theaceae,,,4,1.27,10,3,,Good,A,,,,,,,,,
1346,,,,,N,Broadleaf,Deciduous,Paperbark Maple,Acer,Acer griseum,Sapindaceae,,,4,1.27,6,3,,Good,A,,,,,,,,,
1347,46.078816,-118.329284,1018,N102,N,Broadleaf,Deciduous,Japanese Stewartia,Stewartia,Stewartia pseudocamellia,Theaceae,,,4,1.27,8,3,,Good,A,,,,,,,,,
1348,46.078834,-118.329249,1017,N103,N,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelancier x grandiflora 'Autumn Brilliance',Rosaceae,,,4,1.27,11,3,,Good,A,,,,,,,,,
1349,46.078814,-118.329231,1014,N104,N,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelancier x grandiflora 'Autumn Brilliance',Rosaceae,,,4,1.27,10,3,,Good,A,,,,,,,,,
1350,46.068103,-118.329179,1003,N105,N,Conifer,Evergreen,Eastern White Pine,Pinus,Pinus strobus,Pinaceae,,,81,25.8,30,21,,Good,B,,,,,,,,,
1351,46.067978,-118.32964,1002,N106,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,10,3,,Good,A,,,,,,,,,
1352,46.06806,-118.329606,1003,N107,N,Broadleaf,Deciduous,Ginkgo,Ginkgo,Ginkgo biloba,Ginkgoaceae,,,105,33.44,60,35,,Fair,B,,,,,,,,,
1353,46.068005,-118.329708,1001,N108,N,Broadleaf,Deciduous,English Walnut,Juglans,Juglans regia,Juglandaceae,,,75,23.89,30,21,,Fair,B,,,,,,,,,
1356,46.068121,-118.330172,1003,N111,N,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,53,16.88,30,20,,Fair,A,,,,,,,,,
1357,46.06805,-118.330221,1005,N112,N,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,69,21.97,30,20,,Fair,B,,,,,,,,,
1358,46.068545,-118.330103,1017,N113,N,Broadleaf,Deciduous,Paperbark Maple,Acer,Acer griseum,Sapindaceae,,,4,1.27,8,3,,Good,A,,,,,,,,,
1359,46.068437,-118.330186,1015,N114,N,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,,4,1.27,8,1,,Good,A,,,,,,,,,
1360,46.068438,-118.330252,1014,N115,N,Broadleaf,Deciduous,Paperbark Maple,Acer,Acer griseum,Sapindaceae,,,4,1.27,8,3,,Good,A,,,,,,,,,
1361,46.068342,-118.330275,1010,N116,N,Broadleaf,Deciduous,Tulip Tree,Liriodendron,Liriodendron tulipifera,Magnoliaceae,,,82,26.11,50,27,,Fair,B,,,,,,,,,
1362,46.068283,-118.33016,1011,N117,N,Broadleaf,Deciduous,White Redbud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,,6,1.91,9,2,,Good,A,,,,,,,,,
1363,46.068188,-118.330285,1007,N118,N,Broadleaf,Deciduous,White Redbud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,,6,1.91,9,2,,Good,A,,,,,,,,,
1364,46.068143,-118.33039,1002,N119,N,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,,76,24.2,30,15,,Fair,B,,,,,,,,,
1365,46.068072,-118.330549,1003,N120,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,8,2,,Good,A,,,,,,,,,
1366,46.068052,-118.330641,1000,N121,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,8,2,,Good,A,,,,,,,,,
1367,46.068073,-118.330835,996,N122,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,8,2,,Good,A,,,,,,,,,
1368,46.068182,-118.330977,993,N123,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,8,2,,Good,A,,,,,,,,,
1369,46.06829,-118.330984,987,N124,N,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,11,3.5,15,7,,Fair,A,,,,,,,,,
1370,46.068345,-118.331114,984,N125,N,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,4,1.27,8,2,,Good,B,,,,,,,,,
1372,46.067751,-118.330028,985,N127,N,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,63,20.06,35,20,,Fair,A,,,,,,,,,
1373,46.067758,-118.329784,988,N128,N,Broadleaf,Deciduous,English Walnut,Juglans,Juglans regia,Juglandaceae,,,62,19.75,30,25,,Fair,B,,,,,,,,,
1374,46.067766,-118.329552,988,N129,N,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",,63,20.06,35,25,,Fair,B,,,,,,,,,
1375,46.067821,-118.329518,988,N130,N,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",,78,24.84,35,20,,Fair,B,,,,,,,,,
1376,46.068355,-118.331588,961,N131,N,Broadleaf,Deciduous,Japanese Zelkova,Zelkova,Zelkova serrata,Ulmaceae,,,23,7.32,20,12,,Good,B,,Yes,  172 Park St.,,,,,,
1377,46.068461,-118.331735,959,N132,N,Broadleaf,Deciduous,Red Bud,Cercis,Cercis,Fabaceae,,,22,7,15,12,,Poor,C,,Yes,  172 Park St.,,,,,,
1378,46.068309,-118.331858,960,N133,N,Broadleaf,Deciduous,Red Maple,Acer,Acer rubrum,Sapindaceae,,,36,11.46,35,17,,Good,B,,Yes,  172 Park St.,,,,,,
1379,46.068222,-118.331859,960,N134,N,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,,,29,9.24,30,14,,Good,B,,Yes,  172 Park St.,,,,,,
1380,46.068367,-118.33103,963,N135,N,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,5,1.6,10,1,,Good,A,,Yes,   171 Park St.,,,,,,
1381,46.06836,-118.330961,961,N136,N,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,5,1.6,10,1,,Good,A,,Yes,   171 Park St.,,,,,,
1382,46.068292,-118.330899,963,N137,N,Broadleaf,Deciduous,Birch clump,Betula,Betula   ,Betulaceae,,,6multi-stem,,10,1,,Good,A,,Yes,   171 Park St.,,,,,,
1383,46.06825,-118.33087,962,N138,N,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,,5,1.6,10,1,,Good,A,,Yes,   171 Park St.,,,,,,
1384,46.068156,-118.330783,964,N139,N,Broadleaf,Deciduous,Birch clump,Betula,Betula   ,Betulaceae,,,5multi-stem,,10,1,,Good,A,,Yes,   171 Park St.,,,,,,
1385,46.068096,-118.330736,960,N140,N,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,26,8.28,15,8,,Fair,B,,Yes,   171 Park St.,,,,,,
1386,46.068158,-118.330509,961,N141,N,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,,77,24.52,45,36,,Fair,A,,Yes,   171 Park St.,,,,,,
1387,46.068169,-118.330716,963,N142,N,Broadleaf,Deciduous,Japanese Maple,Acer,Acer,Sapindaceae,,,9,2.87,6,3,,Poor,B,,Yes,171 Park St.,,,,,,
1388,46.068345,-118.33065,964,N143,N,Broadleaf,Deciduous,Japanese Maple,Acer,Acer,Sapindaceae,,,9,2.87,9,5,,Fair,B,,Yes,171 Park St.,,,,,,
1389,,,,N144,N,Broadleaf,Deciduous,Red Oak,Quercus,Quercus rubra,Fagaceae,,10,4,,9,2,,Good,A,,,,,,,,,
1390,,,,N145,N,Broadleaf,Deciduous,Forest Green Oak,Quercus,Quercus frainetto 'Schmidt',Fagaceae,,10,5,,10,2,,Good,A,,,,,,,,,
1392,46.06981,-118.32929,1005,O2,O,Conifer,Evergreen,Colorado Blue Spruce,Picea,Picea pungens 'Glauca',Pinaceae,Rocky Mountains,70,72,22.93,65,15,0,Good,A,,,,,,,,,
1394,46.06977,-118.32934,1000,O4,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,16,5.1,30,5,0,Good,A,,,,,,x,x,,
1395,46.06969,-118.32948,1004,O5,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,16,5.1,25,7,0,Good,A,,,,,,x,x,,
1396,46.06958,-118.32955,1005,O6,O,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,75,30,9.55,30,16,0.5,Fair,B,,,,,,,,,
1397,46.06982,-118.32962,930,O7,O,,,Unidentified,Unidentified,Unidentified,Unidentified,,,5,1.6,10,6,0,Good,B,,,,,,,,,
1398,46.06978,-118.32978,1041,O8,O,,,Unidentified,Unidentified,Unidentified,Unidentified,,,14,4.46,25,11,0,Good,B,,,,,,,,,
1399,46.0695,-118.32927,1045,O9,O,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,75,39,12.42,35,14,0.5,Fair,B,,,,,,,,,
1400,46.0697,-118.32982,1042,O10,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,16,5.1,30,9,0,Good,A,,,,,,x,x,No,
1401,46.0697,-118.32983,1041,O11,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,15,4.78,30,8,0,Good,A,,,,,,x,x,,
1402,46.06975,-118.32996,1032,O12,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,17,5.41,35,5,0,Good,A,,,,,,x,x,,
1403,46.06971,-118.32995,1034,O13,O,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,15,15,4.78,30,7,0,Good,A,,,,,,x,x,,
1404,46.06977,-118.32976,1014,O14,O,Broadleaf,Deciduous,Purple Birch,Betula,Betula pendula 'Purpurea',Betulaceae,,18,22,7,35,8,0,Good,A,,,,,,,,,
1405,46.06991,-118.32978,1015,O15,O,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,60,96,30.57,60,38,0,Good,A,,,,,,,,,
1406,46.06999,-118.32971,1012,O16,O,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,15,16,5.1,20,8,0,Good,A,,,,,,,,,
1407,46.06994,-118.32957,1014,O17,O,Broadleaf,Deciduous,Japanese Tree Lilac,Syringa,Syringa reticulata,Oleaceae,,15,26,8.28,20,10,0,Good,A,,,,,"Class of 1966. Dedicated April 28, 2001",,,,
1408,46.06983,-118.32938,1016,O18,O,Broadleaf,Deciduous,Ginkgo,Ginkgo,Ginkgo biloba,Ginkgoaceae,,15,17,5.41,15,6,0,Good,A,,,,,,,,,
1409,46.06989,-118.32934,920,O19,O,Broadleaf,Deciduous,Flowering Crabapple,Malus,Malus,Rosaceae,,15,24,7.64,15,9,0,Good,A,,,,,,,,,
1410,46.06964903,-118.329552,997,O20,O,Broadleaf,Deciduous,Weeping Cherry (from champion),Prunus,Prunus,Rosaceae,,,10,3.18,8,7,0,Good,A,,,,,,,,,
1411,46.06966001,-118.329752,995,O21,O,Broadleaf,Deciduous,Weeping Cherry (from champion),Prunus,Prunus,Rosaceae,,,9.5,3.03,8,4,0,Good,A,,,,,,,,,
1412,46.07004097,-118.329379,993,O22,O,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,4,1.27,6,2,0,Good,A,,,,,,,,,
1413,46.06965,-118.32898,952,O23,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,22,7,10,10,0,Good,A,,,,,,,,,
1414,46.06966,-118.32891,949,O24,O,Conifer,Evergreen,Eastern White Pine,Pinus,Pinus strobus,Pinaceae,,,29,9.24,30,6,0,Good,A,,,,,,,,,
1415,46.06948,-118.32898,976,O25,O,Conifer,Evergreen,Colorado Blue Spruce,Picea,Picea pungens 'Glauca Compacta',Pinaceae,Rocky Mountains,,13,4.14,8,4,0,Good,B,,,,,,x,x,,
1416,46.0695,-118.32892,987,O26,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,24,7.64,25,9,0,Good,A,,,,,,,,,
1417,46.06953,-118.32888,987,O27,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,21,6.69,25,10,0,Good,A,,,,,,,,,
1418,46.06953,-118.32867,993,O28,O,Broadleaf,Deciduous,Katsura,Cercidiphyllum,Cercidiphyllum japonicum,Cercidiphyllaceae,,,19,6.05,25,8,0,Good,A,,,,,,,,,
1419,46.06957,-118.32873,991,O29,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,26,8.28,30,12,0,Good,A,,,,,,,,,
1420,46.06972,-118.3287,995,O30,O,Broadleaf,Deciduous,Katsura,Cercidiphyllum,Cercidiphyllum japonicum,Cercidiphyllaceae,,,24,7.64,25,9,0,Good,B,,,,,,,,,
1421,46.06965,-118.3286,997,O31,O,Broadleaf,Deciduous,Hawthorn,Crataegus,Crataegus,Rosaceae,temperate northern hemiaphere,25,31,9.87,20,10,0,Good,A,,,,,,,,,
1422,46.0697,-118.32853,995,O32,O,Broadleaf,Deciduous,Elm,Ulmus,Ulmus,Ulmaceae,northern  hemisphere,5,5,1.6,15,1,0,Good,A,,,,,,,,,
1423,46.06991901,-118.32866,987,O33,O,Conifer,Evergreen,Korean Fir,Abies,Abies koreana,Pinaceae,,,4,1.27,6,2,0,Good,A,,,,,,,,,
1424,46.06986,-118.32852,994,O34,O,Broadleaf,Evergreen,American Holly,Ilex,Ilex opaca,Aquifoliaceae,E. and South-Central U.S.,20,15,4.78,20,8,0,Good,B,,,,,,,,,
1425,46.06988498,-118.32891,988,O35,O,Conifer,Evergreen,Spruce,Picea,Picea,Pinaceae,,,2,0.64,6,2,0,Good,A,,,,,,,,,
1426,46.06993502,-118.328905,989,O36,O,Conifer,Evergreen,Japanese Umbrella Pine,Sciadopitys,Sciadopitys verticillata,Sciadopityaceae,,,1,0.32,3,1,0,Good,A,,,,,,,,,
1427,46.06995,-118.32912,1014,O37,O,Conifer,Evergreen,Eastern Hemlock,Tsuga,Tsuga canadensis,Pinaceae,,10,12,3.82,15,6,0,Good,B,,,,,,,,,
1428,46.06993,-118.32911,1012,O38,O,Conifer,Evergreen,Eastern Hemlock,Tsuga,Tsuga canadensis,Pinaceae,,10,8,2.55,12,7,0,Good,B,,,,,,,,,
1429,46.06997,-118.32916,1013,O39,O,Broadleaf,Deciduous,Bur Oak,Quercus,Quercus macrocarpa,Fagaceae,,100,192,61.15,90,63,0,Good,A,,,,,,,,No,
1430,46.0701,-118.32944,962,O40,O,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,35,40,12.74,40,19,0,Good,A,,,,,,,,,
1431,46.07003,-118.32929,966,O41,O,Broadleaf,Deciduous,Weeping Beech,Fagus,Fagus sylvatica 'Pendula',Fagaceae,,30,31,9.87,40,15,0,Good,A,,,,,,,,,
1432,46.07021,-118.32954,965,O42,O,Broadleaf,Deciduous,Indian Horse Chestnut,Aesculus,Aesculus indica,Sapindaceae,,25,62,19.75,55,18,0,Good,A,,,,,,,,,
1433,46.07015,-118.32947,972,O43,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,35,39,12.42,40,17,0,Good,B,,,,,,x,x,,
1434,46.07016,-118.32922,978,O44,O,Broadleaf,Deciduous,Water Birch,Betula,Betula occidentalis,Betulaceae,,25,30,9.55,40,11,0,Fair,A,,,,,,x,x,,
1435,46.07008,-118.32921,983,O45,O,Broadleaf,Deciduous,Chokecherry,Prunus,Prunus virginiana,Rosaceae,,10,14,4.46,30,10,0,Good,A,,,,,,x,x,,
1436,46.07013,-118.32911,987,O46,O,Broadleaf,Deciduous,Water Birch,Betula,Betula occidentalis,Betulaceae,,50,40,12.74,40,25,0,Fair,A,,,,,,x,x,,
1437,46.06885401,-118.328951,992,O47,O,Broadleaf,Deciduous,Norway Maple,Acer,Acer platanoides,Sapindaceae,"Europe, W. Asia",,117,37.26,60,39,,Fair,B,,,,,,,,,
1438,46.06842502,-118.328741,987,O48,O,Broadleaf,Deciduous,White Red Bud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,,5,1.6,8,1,0,Good,A,,,,,,,,,
1439,46.06818102,-118.329012,981,O49,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1440,46.06818999,-118.328881,983,O50,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1441,46.06822201,-118.328796,979,O51,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1442,46.06839996,-118.328606,985,O52,O,Broadleaf,Deciduous,White Red Bud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,,5,1.6,8,3,0,Good,A,,,,,,,,,
1443,46.06827398,-118.328512,984,O53,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1444,46.068379,-118.328441,988,O54,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1445,46.06837498,-118.328341,987,O55,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1446,46.06844002,-118.328206,986,O56,O,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,3,0.96,8,1,0,Good,A,,,,,,,,,
1447,46.06858302,-118.328212,994,O57,O,Broadleaf,Deciduous,Sycamore,Platanus,Platanus,Sapindaceae,,,184,58.6,80,55,,Good,B,,,,,,,,,
1448,46.06864102,-118.328158,986,O58,O,Broadleaf,Deciduous,White Red Bud,Cercis,Cercis canadensis,Fabaceae,,,10,3.18,8,9,0,Good,A,,,,,,,,,
1449,46.06876197,-118.328161,990,O59,O,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,,7,2.3,10,4,,Good,B,,,,,,,,,
1450,46.06873297,-118.328229,990,O60,O,Broadleaf,Deciduous,White Red Bud,Cercis,Cercis canadensis 'Royal White',Fabaceae,,,5,1.6,8,1,,Good,B,,,,,,,,,
1451,46.06883397,-118.328186,991,O61,O,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,,46,14.65,60,9,,Good,B,,,,,,,,,
1452,46.06897697,-118.328185,994,O62,O,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,,60,19.11,60,15,,Good,B,,,,,,,,,
1454,46.06900899,-118.328118,990,O64,O,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,,48,15.29,60,14,,Good,B,,,,,,,,,
1455,46.06909398,-118.328144,990,O65,O,Broadleaf,Deciduous,Linden,Tilia,Tilia,Tiliaceae,,,53,16.88,60,17,,Good,B,,,,,,,,,
1456,46.069025,-118.32836,990,O66,O,Broadleaf,Deciduous,Japanese Stewartia,Stewartia,Stewartia pseudocamellia,Theaceae,,,6,1.91,10,2,,Good,A,,,,,,,,,
1457,46.06910697,-118.328285,991,O67,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus   ,Rosaceae,,,34,10.83,25,9,,Fair,A,,,,,,,,,
1458,46.06912399,-118.328361,988,O68,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus   ,Rosaceae,,,37,11.78,25,12,,Fair,A,,,,,,,,,
1459,46.06917202,-118.328441,992,O69,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus   ,Rosaceae,,,38,12.1,25,14,,Fair,A,,,,,,,,,
1460,46.06914997,-118.328551,992,O70,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus   ,Rosaceae,,,4,1.27,7,1,,Good,A,,,,,,,,,
1461,46.069155,-118.32863,989,O71,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,36,11.46,25,14,,Fair,A,,,,,,,,,
1462,46.06919297,-118.328756,988,O72,O,Broadleaf,Deciduous,Flowering Pear,Pyrus,Pyrus,Rosaceae,,,37,11.78,25,13,,Fair,A,,,,,,,,,
1463,46.069252,-118.329184,775,O73,O,Broadleaf,Deciduous,Greenspire Linden,Tilia,Tilia cordata 'Greenspire',Tiliaceae,,,7,2.3,9,2,,Good,B,,,,,,,,,
1464,46.069345,-118.32916,780,O74,O,Broadleaf,Deciduous,Ash,Fraxinus,Fraxinus pennsylvanica 'Ruby',Oleaceae,,,7,2.3,12,3,,Good,B,,,,,,,,,
1465,46.069364,-118.329156,786,O75,O,Broadleaf,Deciduous,Greenspire Linden,Tilia,Tilia cordata 'Greenspire',Tiliaceae,,,7,2.3,9,2,,Good,B,,,,,,,,,
1466,46.069464,-118.329145,788,O76,O,Broadleaf,Deciduous,Ash,Fraxinus,Fraxinus pennsylvanica 'Ruby',Oleaceae,,,8,2.55,12,2,,Good,B,,,,,,,,,
1467,46.069551,-118.329126,789,O77,O,Broadleaf,Deciduous,Greenspire Linden,Tilia,Tilia cordata 'Greenspire',Tiliaceae,,,7,2.3,9,2,,Good,B,,,,,,,,,
1468,46.069603,-118.329141,793,O78,O,Broadleaf,Deciduous,Ash,Fraxinus,Fraxinus pennsylvanica 'Ruby',Oleaceae,,,8,2.55,12,3,,Good,B,,,,,,,,,
1469,46.069664,-118.329144,798,O79,O,Broadleaf,Deciduous,Greenspire Linden,Tilia,Tilia cordata 'Greenspire',Tiliaceae,,,7,2.3,9,2,,Good,B,,,,,,,,,
1470,46.069442,-118.329305,800,O80,O,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia x soulangana 'Black Tulip',Magnoliaceae,,,5,1.6,8,2,,Good,B,,,,,,,,,
1471,46.069345,-118.32927,1058,O81,O,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia x soulangana 'Black Tulip',Magnoliaceae,,,5,1.6,8,2,,Good,B,,,,,,,,,
1472,46.078903,-118.328956,1023,P1,P,Broadleaf,Deciduous,Elm 'Morton Glossy',Ulmus,Ulmus 'Morton Glossy',Ulmaceae,N. Hemisphere,5,12,3.82,20,10,0,Good,B,,,,,,,,,
1473,46.078919,-118.329013,1008,P2,P,Broadleaf,Deciduous,Red Horse Chestnut,Aesculus,Aesculus X carnea,Sapindaceae,,65,96,30.57,45,22,0,Fair,A,,,,,,,,,
1474,46.078969,-118.328945,1006,P3,P,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,15,22,7,25,8,0,Good,B,,,,,,,,,
1475,46.078977,-118.328888,1006,P4,P,Conifer,Evergreen,White Fir,Abies,Abies concolor,Pinaceae,western North America,10,14,4.46,12,5,0,Good,A,,,,,,x,x,,
1476,46.079038,-118.328961,1004,P5,P,Conifer,Evergreen,Incense Cedar,Calocedrus,Calocedrus decurrens,Cupressaceae,W N. America,6,11,3.5,12,2.5,0,Good,A,,,,,,x,x,,
1477,46.079027,-118.328873,1008,P6,P,Conifer,Evergreen,Western Red Cedar,Thuja,Thuja plicata,Cupressaceae,,6,8,2.55,14,4,0,Fair,A,,,,,,x,x,,
1478,46.079032,-118.328835,1010,P7,P,Conifer,Evergreen,Cedar of Lebanon,Cedrus,Cedrus libani,Pinaceae,,6,10,3.18,15,3,0,Good,A,,,,,,,,,
1479,46.079023,-118.328798,1018,P8,P,Broadleaf,Deciduous,Water Birch,Betula,Betula occidentalis,Betulaceae,,15,18,5.73,35,10,0,Good,B,,,,,,x,x,,
1480,46.078973,-118.328671,1032,P9,P,Broadleaf,Deciduous,Bur Oak,Quercus,Quercus macrocarpa,Fagaceae,,15,26,8.28,35,11,0,Good,B,,,,,,,,,
